id,name,kind
Compound::DB00521,Carteolol,Compound
Compound::DB00524,Metolazone,Compound
Compound::DB00528,Lercanidipine,Compound
Compound::DB00542,Benazepril,Compound
Compound::DB00549,Zafirlukast,Compound
Compound::DB00555,Lamotrigine,Compound
Compound::DB00562,Benzthiazide,Compound
Compound::DB00571,Propranolol,Compound
Compound::DB00573,Fenoprofen,Compound
Compound::DB00575,Clonidine,Compound
Compound::DB00579,Mazindol,Compound
Compound::DB00581,Lactulose,Compound
Compound::DB00584,Enalapril,Compound
Compound::DB00586,Diclofenac,Compound
Compound::DB00590,Doxazosin,Compound
Compound::DB00594,Amiloride,Compound
Compound::DB00598,Labetalol,Compound
Compound::DB00603,Medroxyprogesterone Acetate,Compound
Compound::DB00606,Cyclothiazide,Compound
Compound::DB00612,Bisoprolol,Compound
Compound::DB00621,Oxandrolone,Compound
Compound::DB00622,Nicardipine,Compound
Compound::DB00624,Testosterone,Compound
Compound::DB00627,Niacin,Compound
Compound::DB00629,Guanabenz,Compound
Compound::DB00634,Sulfacetamide,Compound
Compound::DB00636,Clofibrate,Compound
Compound::DB00641,Simvastatin,Compound
Compound::DB00647,Dextropropoxyphene,Compound
Compound::DB00657,Mecamylamine,Compound
Compound::DB00661,Verapamil,Compound
Compound::DB00662,Trimethobenzamide,Compound
Compound::DB00668,Epinephrine,Compound
Compound::DB00672,Chlorpropamide,Compound
Compound::DB00676,Benzyl Benzoate,Compound
Compound::DB00678,Losartan,Compound
Compound::DB00687,Fludrocortisone,Compound
Compound::DB00691,Moexipril,Compound
Compound::DB00695,Furosemide,Compound
Compound::DB00696,Ergotamine,Compound
Compound::DB00697,Tizanidine,Compound
Compound::DB00700,Eplerenone,Compound
Compound::DB00706,Tamsulosin,Compound
Compound::DB00712,Flurbiprofen,Compound
Compound::DB00722,Lisinopril,Compound
Compound::DB00726,Trimipramine,Compound
Compound::DB00731,Nateglinide,Compound
Compound::DB00741,Hydrocortisone,Compound
Compound::DB00758,Clopidogrel,Compound
Compound::DB00765,Metyrosine,Compound
Compound::DB00769,Hydrocortamate,Compound
Compound::DB00774,Hydroflumethiazide,Compound
Compound::DB00775,Tirofiban,Compound
Compound::DB00776,Oxcarbazepine,Compound
Compound::DB00777,Propiomazine,Compound
Compound::DB00784,Mefenamic acid,Compound
Compound::DB00790,Perindopril,Compound
Compound::DB00792,Tripelennamine,Compound
Compound::DB00796,Candesartan,Compound
Compound::DB00800,Fenoldopam,Compound
Compound::DB00808,Indapamide,Compound
Compound::DB00813,Fentanyl,Compound
Compound::DB00839,Tolazamide,Compound
Compound::DB00841,Dobutamine,Compound
Compound::DB00843,Donepezil,Compound
Compound::DB00856,Chlorphenesin,Compound
Compound::DB00857,Terbinafine,Compound
Compound::DB00865,Benzphetamine,Compound
Compound::DB00866,Alprenolol,Compound
Compound::DB00867,Ritodrine,Compound
Compound::DB00872,Conivaptan,Compound
Compound::DB00874,Guaifenesin,Compound
Compound::DB00876,Eprosartan,Compound
Compound::DB00880,Chlorothiazide,Compound
Compound::DB00881,Quinapril,Compound
Compound::DB00887,Bumetanide,Compound
Compound::DB00894,Testolactone,Compound
Compound::DB00903,Ethacrynic acid,Compound
Compound::DB00912,Repaglinide,Compound
Compound::DB00925,Phenoxybenzamine,Compound
Compound::DB00936,Salicylic acid,Compound
Compound::DB00938,Salmeterol,Compound
Compound::DB00939,Meclofenamic acid,Compound
Compound::DB00945,Acetylsalicylic acid,Compound
Compound::DB00960,Pindolol,Compound
Compound::DB00964,Apraclonidine,Compound
Compound::DB00966,Telmisartan,Compound
Compound::DB00968,Methyldopa,Compound
Compound::DB00973,Ezetimibe,Compound
Compound::DB00983,Formoterol,Compound
Compound::DB00988,Dopamine,Compound
Compound::DB00994,Neomycin,Compound
Compound::DB00999,Hydrochlorothiazide,Compound
Compound::DB01001,Salbutamol,Compound
Compound::DB01009,Ketoprofen,Compound
Compound::DB01011,Metyrapone,Compound
Compound::DB01012,Cinacalcet,Compound
Compound::DB01016,Glyburide,Compound
Compound::DB01018,Guanfacine,Compound
Compound::DB01021,Trichlormethiazide,Compound
Compound::DB01023,Felodipine,Compound
Compound::DB01029,Irbesartan,Compound
Compound::DB01032,Probenecid,Compound
Compound::DB01036,Tolterodine,Compound
Compound::DB01039,Fenofibrate,Compound
Compound::DB01049,Ergoloid mesylate,Compound
Compound::DB01050,Ibuprofen,Compound
Compound::DB01054,Nitrendipine,Compound
Compound::DB01064,Isoprenaline,Compound
Compound::DB01067,Glipizide,Compound
Compound::DB01068,Clonazepam,Compound
Compound::DB01069,Promethazine,Compound
Compound::DB01075,Diphenhydramine,Compound
Compound::DB01076,Atorvastatin,Compound
Compound::DB01083,Orlistat,Compound
Compound::DB01089,Deserpidine,Compound
Compound::DB01095,Fluvastatin,Compound
Compound::DB01098,Rosuvastatin,Compound
Compound::DB01100,Pimozide,Compound
Compound::DB01102,Arbutamine,Compound
Compound::DB01113,Papaverine,Compound
Compound::DB01115,Nifedipine,Compound
Compound::DB01116,Trimethaphan,Compound
Compound::DB01119,Diazoxide,Compound
Compound::DB01120,Gliclazide,Compound
Compound::DB01121,Phenacemide,Compound
Compound::DB01124,Tolbutamide,Compound
Compound::DB01125,Anisindione,Compound
Compound::DB01132,Pioglitazone,Compound
Compound::DB01136,Carvedilol,Compound
Compound::DB01144,Diclofenamide,Compound
Compound::DB01146,Diphenylpyraline,Compound
Compound::DB01151,Desipramine,Compound
Compound::DB01162,Terazosin,Compound
Compound::DB01170,Guanethidine,Compound
Compound::DB01172,Kanamycin,Compound
Compound::DB01176,Cyclizine,Compound
Compound::DB01180,Rescinnamine,Compound
Compound::DB01182,Propafenone,Compound
Compound::DB01185,Fluoxymesterone,Compound
Compound::DB01193,Acebutolol,Compound
Compound::DB01197,Captopril,Compound
Compound::DB01200,Bromocriptine,Compound
Compound::DB01203,Nadolol,Compound
Compound::DB01210,Levobunolol,Compound
Compound::DB01214,Metipranolol,Compound
Compound::DB01228,Encainide,Compound
Compound::DB01231,Diphenidol,Compound
Compound::DB01235,L-DOPA,Compound
Compound::DB01241,Gemfibrozil,Compound
Compound::DB01244,Bepridil,Compound
Compound::DB01246,Alimemazine,Compound
Compound::DB01251,Gliquidone,Compound
Compound::DB01252,Mitiglinide,Compound
Compound::DB01253,Ergonovine,Compound
Compound::DB01255,Lisdexamfetamine,Compound
Compound::DB01261,Sitagliptin,Compound
Compound::DB01274,Arformoterol,Compound
Compound::DB01275,Hydralazine,Compound
Compound::DB01288,Fenoterol,Compound
Compound::DB01289,Glisoxepide,Compound
Compound::DB01291,Pirbuterol,Compound
Compound::DB01295,Bevantolol,Compound
Compound::DB01297,Practolol,Compound
Compound::DB01324,Polythiazide,Compound
Compound::DB01325,Quinethazone,Compound
Compound::DB01340,Cilazapril,Compound
Compound::DB01342,Forasartan,Compound
Compound::DB01348,Spirapril,Compound
Compound::DB01349,Tasosartan,Compound
Compound::DB01359,Penbutolol,Compound
Compound::DB01380,Cortisone acetate,Compound
Compound::DB01392,Yohimbine,Compound
Compound::DB01393,Bezafibrate,Compound
Compound::DB01395,Drospirenone,Compound
Compound::DB01398,Salicylate-sodium,Compound
Compound::DB01399,Salsalate,Compound
Compound::DB01403,Methotrimeprazine,Compound
Compound::DB01411,Pranlukast,Compound
Compound::DB01420,Testosterone Propionate,Compound
Compound::DB01421,Paromomycin,Compound
Compound::DB01428,Oxybenzone,Compound
Compound::DB01429,Aprindine,Compound
Compound::DB01511,Delorazepam,Compound
Compound::DB01576,Dextroamphetamine,Compound
Compound::DB01577,Methamphetamine,Compound
Compound::DB01580,Oxprenolol,Compound
Compound::DB01591,Solifenacin,Compound
Compound::DB01609,Deferasirox,Compound
Compound::DB01614,Acepromazine,Compound
Compound::DB01615,Aceprometazine,Compound
Compound::DB01616,Alverine,Compound
Compound::DB04841,Flunarizine,Compound
Compound::DB04842,Fluspirilene,Compound
Compound::DB04861,Nebivolol,Compound
Compound::DB04877,Voacamine,Compound
Compound::DB04920,Clevidipine,Compound
Compound::DB04948,Lofexidine,Compound
Compound::DB06203,Alogliptin,Compound
Compound::DB06209,Prasugrel,Compound
Compound::DB06218,Lacosamide,Compound
Compound::DB06262,Droxidopa,Compound
Compound::DB06274,Alvimopan,Compound
Compound::DB06689,Ethanolamine Oleate,Compound
Compound::DB06691,Mepyramine,Compound
Compound::DB06707,Levonordefrin,Compound
Compound::DB06710,Methyltestosterone,Compound
Compound::DB06711,Naphazoline,Compound
Compound::DB06712,Nilvadipine,Compound
Compound::DB08797,Salicylamide,Compound
Compound::DB08799,Antazoline,Compound
Compound::DB08800,Chloropyramine,Compound
Compound::DB08807,Bopindolol,Compound
Compound::DB08808,Bupranolol,Compound
Compound::DB08811,Tofisopam,Compound
Compound::DB08816,Ticagrelor,Compound
Compound::DB08822,Azilsartan medoxomil,Compound
Compound::DB08860,Pitavastatin,Compound
Compound::DB08882,Linagliptin,Compound
Compound::DB08893,Mirabegron,Compound
Compound::DB08941,Isoxsuprine,Compound
Compound::DB08954,Ifenprodil,Compound
Compound::DB08983,Etofibrate,Compound
Compound::DB08990,Eprazinone,Compound
Compound::DB08996,Dimetacrine,Compound
Compound::DB08998,Demexiptiline,Compound
Compound::DB09000,Cyamemazine,Compound
Compound::DB09015,Potassium Canrenoate,Compound
Disease::DOID:0050425,restless legs syndrome,Disease
Disease::DOID:10763,hypertension,Disease
Disease::DOID:1094,attention deficit hyperactivity disorder,Disease
Disease::DOID:11119,Gilles de la Tourette syndrome,Disease
Disease::DOID:11612,polycystic ovary syndrome,Disease
Disease::DOID:11714,gestational diabetes,Disease
Disease::DOID:12849,autistic disorder,Disease
Disease::DOID:12930,dilated cardiomyopathy,Disease
Disease::DOID:13189,gout,Disease
Disease::DOID:13378,Kawasaki disease,Disease
Disease::DOID:14221,metabolic syndrome X,Disease
Disease::DOID:14330,Parkinson's disease,Disease
Disease::DOID:1686,glaucoma,Disease
Disease::DOID:1936,atherosclerosis,Disease
Disease::DOID:3393,coronary artery disease,Disease
Disease::DOID:418,systemic scleroderma,Disease
Disease::DOID:585,nephrolithiasis,Disease
Disease::DOID:6364,migraine,Disease
Disease::DOID:7148,rheumatoid arthritis,Disease
Disease::DOID:784,chronic kidney failure,Disease
Disease::DOID:8398,osteoarthritis,Disease
Disease::DOID:9074,systemic lupus erythematosus,Disease
Disease::DOID:9352,type 2 diabetes mellitus,Disease
Disease::DOID:9744,type 1 diabetes mellitus,Disease
Disease::DOID:9970,obesity,Disease
Gene::10007,GNPDA1,Gene
Gene::10013,HDAC6,Gene
Gene::100287932,TIMM23,Gene
Gene::10038,PARP2,Gene
Gene::10039,PARP3,Gene
Gene::10043,TOM1,Gene
Gene::10049,DNAJB6,Gene
Gene::10051,SMC4,Gene
Gene::10057,ABCC5,Gene
Gene::10058,ABCB6,Gene
Gene::10059,DNM1L,Gene
Gene::10060,ABCC9,Gene
Gene::10061,ABCF2,Gene
Gene::100861540,CYP3A7-CYP3A51P,Gene
Gene::10099,TSPAN3,Gene
Gene::10112,KIF20A,Gene
Gene::10123,ARL4C,Gene
Gene::10131,TRAP1,Gene
Gene::10137,RBM12,Gene
Gene::10146,G3BP1,Gene
Gene::10153,CEBPZ,Gene
Gene::10165,SLC25A13,Gene
Gene::10180,RBM6,Gene
Gene::1019,CDK4,Gene
Gene::10190,TXNDC9,Gene
Gene::10196,PRMT3,Gene
Gene::10197,PSME3,Gene
Gene::10206,TRIM13,Gene
Gene::1021,CDK6,Gene
Gene::10212,DDX39A,Gene
Gene::1022,CDK7,Gene
Gene::10221,TRIB1,Gene
Gene::10237,SLC35B1,Gene
Gene::10248,POP7,Gene
Gene::10257,ABCC4,Gene
Gene::1026,CDKN1A,Gene
Gene::10273,STUB1,Gene
Gene::10276,NET1,Gene
Gene::10282,BET1,Gene
Gene::10285,SMNDC1,Gene
Gene::10320,IKZF1,Gene
Gene::10328,EMC8,Gene
Gene::1033,CDKN3,Gene
Gene::10347,ABCA7,Gene
Gene::10351,ABCA8,Gene
Gene::10362,HMG20B,Gene
Gene::10365,KLF2,Gene
Gene::10379,IRF9,Gene
Gene::10398,MYL9,Gene
Gene::10409,BASP1,Gene
Gene::10419,PRMT5,Gene
Gene::10434,LYPLA1,Gene
Gene::10436,EMG1,Gene
Gene::10452,TOMM40,Gene
Gene::10460,TACC3,Gene
Gene::10465,PPIH,Gene
Gene::10482,NXF1,Gene
Gene::10491,CRTAP,Gene
Gene::10493,VAT1,Gene
Gene::1050,CEBPA,Gene
Gene::1051,CEBPB,Gene
Gene::10513,APPBP2,Gene
Gene::1052,CEBPD,Gene
Gene::10523,CHERP,Gene
Gene::10524,KAT5,Gene
Gene::10525,HYOU1,Gene
Gene::10528,NOP56,Gene
Gene::10541,ANP32B,Gene
Gene::10551,AGR2,Gene
Gene::10556,RPP30,Gene
Gene::10557,RPP38,Gene
Gene::10559,SLC35A1,Gene
Gene::10567,RABAC1,Gene
Gene::10572,SIVA1,Gene
Gene::1058,CENPA,Gene
Gene::10589,DRAP1,Gene
Gene::10599,SLCO1B1,Gene
Gene::10606,PAICS,Gene
Gene::10610,ST6GALNAC2,Gene
Gene::10628,TXNIP,Gene
Gene::10635,RAD51AP1,Gene
Gene::10641,NPRL2,Gene
Gene::1066,CES1,Gene
Gene::10668,CGRRF1,Gene
Gene::10682,EBP,Gene
Gene::10695,CNPY3,Gene
Gene::1070,CETN3,Gene
Gene::10730,YME1L1,Gene
Gene::10775,POP4,Gene
Gene::10776,ARPP19,Gene
Gene::10782,ZNF274,Gene
Gene::10797,MTHFD2,Gene
Gene::1080,CFTR,Gene
Gene::10810,WASF3,Gene
Gene::10813,UTP14A,Gene
Gene::10818,FRS2,Gene
Gene::10826,FAXDC2,Gene
Gene::10849,CD3EAP,Gene
Gene::10864,SLC22A7,Gene
Gene::10885,WDR3,Gene
Gene::10898,CPSF4,Gene
Gene::10903,MTMR11,Gene
Gene::10904,BLCAP,Gene
Gene::10915,TCERG1,Gene
Gene::10926,DBF4,Gene
Gene::10940,POP1,Gene
Gene::10953,TOMM34,Gene
Gene::10954,PDIA5,Gene
Gene::10956,OS9,Gene
Gene::10957,PNRC1,Gene
Gene::10962,MLLT11,Gene
Gene::10969,EBNA1BP2,Gene
Gene::10973,ASCC3,Gene
Gene::11000,SLC27A3,Gene
Gene::11001,SLC27A2,Gene
Gene::11004,KIF2C,Gene
Gene::11031,RAB31,Gene
Gene::11041,B4GAT1,Gene
Gene::11044,PAPD7,Gene
Gene::1105,CHD1,Gene
Gene::11065,UBE2C,Gene
Gene::11072,DUSP14,Gene
Gene::11073,TOPBP1,Gene
Gene::11078,TRIOBP,Gene
Gene::11098,PRSS23,Gene
Gene::11130,ZWINT,Gene
Gene::11151,CORO1A,Gene
Gene::11152,WDR45,Gene
Gene::11157,LSM6,Gene
Gene::11161,C14orf1,Gene
Gene::11182,SLC2A6,Gene
Gene::11188,NISCH,Gene
Gene::11197,WIF1,Gene
Gene::11200,CHEK2,Gene
Gene::11222,MRPL3,Gene
Gene::1123,CHN1,Gene
Gene::11230,PRAF2,Gene
Gene::11232,POLG2,Gene
Gene::11238,CA5B,Gene
Gene::11264,PXMP4,Gene
Gene::1128,CHRM1,Gene
Gene::11284,PNKP,Gene
Gene::1129,CHRM2,Gene
Gene::11309,SLCO2B1,Gene
Gene::1131,CHRM3,Gene
Gene::11319,ECD,Gene
Gene::1132,CHRM4,Gene
Gene::11325,DDX42,Gene
Gene::1133,CHRM5,Gene
Gene::11335,CBX3,Gene
Gene::11339,OIP5,Gene
Gene::11340,EXOSC8,Gene
Gene::11344,TWF2,Gene
Gene::1135,CHRNA2,Gene
Gene::1136,CHRNA3,Gene
Gene::114049,WBSCR22,Gene
Gene::1143,CHRNB4,Gene
Gene::114884,OSBPL10,Gene
Gene::115817,DHRS1,Gene
Gene::116085,SLC22A12,Gene
Gene::116832,RPL39L,Gene
Gene::12,SERPINA3,Gene
Gene::1212,CLTB,Gene
Gene::1213,CLTC,Gene
Gene::1244,ABCC2,Gene
Gene::126328,NDUFA11,Gene
Gene::1301,COL11A1,Gene
Gene::1312,COMT,Gene
Gene::132,ADK,Gene
Gene::133,ADM,Gene
Gene::1373,CPS1,Gene
Gene::1374,CPT1A,Gene
Gene::1385,CREB1,Gene
Gene::1396,CRIP1,Gene
Gene::1399,CRKL,Gene
Gene::142,PARP1,Gene
Gene::1429,CRYZ,Gene
Gene::1434,CSE1L,Gene
Gene::1459,CSNK2A2,Gene
Gene::146,ADRA1D,Gene
Gene::1465,CSRP1,Gene
Gene::146909,KIF18B,Gene
Gene::147,ADRA1B,Gene
Gene::1475,CSTA,Gene
Gene::1479,CSTF3,Gene
Gene::148,ADRA1A,Gene
Gene::148022,TICAM1,Gene
Gene::1490,CTGF,Gene
Gene::150,ADRA2A,Gene
Gene::1500,CTNND1,Gene
Gene::1503,CTPS1,Gene
Gene::1509,CTSD,Gene
Gene::151,ADRA2B,Gene
Gene::1514,CTSL,Gene
Gene::152,ADRA2C,Gene
Gene::153,ADRB1,Gene
Gene::1537,CYC1,Gene
Gene::154,ADRB2,Gene
Gene::1543,CYP1A1,Gene
Gene::1544,CYP1A2,Gene
Gene::1545,CYP1B1,Gene
Gene::1548,CYP2A6,Gene
Gene::155,ADRB3,Gene
Gene::1551,CYP3A7,Gene
Gene::1555,CYP2B6,Gene
Gene::1557,CYP2C19,Gene
Gene::1558,CYP2C8,Gene
Gene::1559,CYP2C9,Gene
Gene::1562,CYP2C18,Gene
Gene::1565,CYP2D6,Gene
Gene::1571,CYP2E1,Gene
Gene::1576,CYP3A4,Gene
Gene::1577,CYP3A5,Gene
Gene::1584,CYP11B1,Gene
Gene::158471,PRUNE2,Gene
Gene::1585,CYP11B2,Gene
Gene::1595,CYP51A1,Gene
Gene::16,AARS,Gene
Gene::160728,SLC5A8,Gene
Gene::1633,DCK,Gene
Gene::1636,ACE,Gene
Gene::1643,DDB2,Gene
Gene::1644,DDC,Gene
Gene::1645,AKR1C1,Gene
Gene::1646,AKR1C2,Gene
Gene::1647,GADD45A,Gene
Gene::1649,DDIT3,Gene
Gene::1662,DDX10,Gene
Gene::1666,DECR1,Gene
Gene::1672,DEFB1,Gene
Gene::1676,DFFA,Gene
Gene::1677,DFFB,Gene
Gene::169611,OLFML2A,Gene
Gene::1717,DHCR7,Gene
Gene::1718,DHCR24,Gene
Gene::1723,DHODH,Gene
Gene::1727,CYB5R3,Gene
Gene::1738,DLD,Gene
Gene::1759,DNM1,Gene
Gene::1786,DNMT1,Gene
Gene::1788,DNMT3A,Gene
Gene::1802,DPH2,Gene
Gene::1803,DPP4,Gene
Gene::1812,DRD1,Gene
Gene::1813,DRD2,Gene
Gene::1814,DRD3,Gene
Gene::1815,DRD4,Gene
Gene::1816,DRD5,Gene
Gene::1831,TSC22D3,Gene
Gene::1841,DTYMK,Gene
Gene::1846,DUSP4,Gene
Gene::185,AGTR1,Gene
Gene::1861,TOR1A,Gene
Gene::1891,ECH1,Gene
Gene::19,ABCA1,Gene
Gene::1906,EDN1,Gene
Gene::1909,EDNRA,Gene
Gene::1917,EEF1A2,Gene
Gene::1950,EGF,Gene
Gene::1958,EGR1,Gene
Gene::196,AHR,Gene
Gene::1978,EIF4EBP1,Gene
Gene::1983,EIF5,Gene
Gene::1994,ELAVL1,Gene
Gene::200081,TXLNA,Gene
Gene::200734,SPRED2,Gene
Gene::201254,STRA13,Gene
Gene::2034,EPAS1,Gene
Gene::2037,EPB41L2,Gene
Gene::2042,EPHA3,Gene
Gene::2065,ERBB3,Gene
Gene::2109,ETFB,Gene
Gene::211,ALAS1,Gene
Gene::2113,ETS1,Gene
Gene::213,ALB,Gene
Gene::2131,EXT1,Gene
Gene::2146,EZH2,Gene
Gene::2147,F2,Gene
Gene::2167,FABP4,Gene
Gene::2171,FABP5,Gene
Gene::2182,ACSL4,Gene
Gene::2185,PTK2B,Gene
Gene::2194,FASN,Gene
Gene::221955,DAGLB,Gene
Gene::2222,FDFT1,Gene
Gene::2224,FDPS,Gene
Gene::222962,SLC29A4,Gene
Gene::2237,FEN1,Gene
Gene::2263,FGFR2,Gene
Gene::2264,FGFR4,Gene
Gene::2274,FHL2,Gene
Gene::22794,CASC3,Gene
Gene::22796,COG2,Gene
Gene::22809,ATF5,Gene
Gene::22827,PUF60,Gene
Gene::22856,CHSY1,Gene
Gene::2287,FKBP3,Gene
Gene::22875,ENPP4,Gene
Gene::2288,FKBP4,Gene
Gene::22887,FOXJ3,Gene
Gene::22889,KIAA0907,Gene
Gene::22905,EPN2,Gene
Gene::22908,SACM1L,Gene
Gene::22926,ATF6,Gene
Gene::22934,RPIA,Gene
Gene::22948,CCT5,Gene
Gene::23,ABCF1,Gene
Gene::230,ALDOC,Gene
Gene::23029,RBM34,Gene
Gene::23038,WDTC1,Gene
Gene::23042,PDXDC1,Gene
Gene::23047,PDS5B,Gene
Gene::23076,RRP1B,Gene
Gene::23082,PPRC1,Gene
Gene::23089,PEG10,Gene
Gene::2309,FOXO3,Gene
Gene::23091,ZC3H13,Gene
Gene::23097,CDK19,Gene
Gene::23113,CUL9,Gene
Gene::23129,PLXND1,Gene
Gene::23131,GPATCH8,Gene
Gene::23152,CIC,Gene
Gene::23160,WDR43,Gene
Gene::23161,SNX13,Gene
Gene::23165,NUP205,Gene
Gene::23180,RFTN1,Gene
Gene::23193,GANAB,Gene
Gene::23200,ATP11B,Gene
Gene::23210,JMJD6,Gene
Gene::23212,RRS1,Gene
Gene::23214,XPO6,Gene
Gene::23223,RRP12,Gene
Gene::23224,SYNE2,Gene
Gene::23244,PDS5A,Gene
Gene::23246,BOP1,Gene
Gene::23271,CAMSAP2,Gene
Gene::23326,USP22,Gene
Gene::23335,WDR7,Gene
Gene::23338,JADE2,Gene
Gene::23344,ESYT1,Gene
Gene::23368,PPP1R13B,Gene
Gene::23371,TNS2,Gene
Gene::23378,RRP8,Gene
Gene::23383,MAU2,Gene
Gene::23386,NUDCD3,Gene
Gene::23397,NCAPH,Gene
Gene::23404,EXOSC2,Gene
Gene::23406,COTL1,Gene
Gene::23421,ITGB3BP,Gene
Gene::23443,SLC35A3,Gene
Gene::23475,QPRT,Gene
Gene::23512,SUZ12,Gene
Gene::23522,KAT6B,Gene
Gene::23530,NNT,Gene
Gene::23555,TSPAN15,Gene
Gene::2356,FPGS,Gene
Gene::23564,DDAH2,Gene
Gene::23576,DDAH1,Gene
Gene::23585,TMEM50A,Gene
Gene::23588,KLHDC2,Gene
Gene::23590,PDSS1,Gene
Gene::23597,ACOT9,Gene
Gene::23609,MKRN2,Gene
Gene::23623,RUSC1,Gene
Gene::23632,CA14,Gene
Gene::23635,SSBP2,Gene
Gene::23636,NUP62,Gene
Gene::23647,ARFIP2,Gene
Gene::23649,POLA2,Gene
Gene::23657,SLC7A11,Gene
Gene::23658,LSM5,Gene
Gene::23659,PLA2G15,Gene
Gene::23670,TMEM2,Gene
Gene::23787,MTCH1,Gene
Gene::2395,FXN,Gene
Gene::24147,FJX1,Gene
Gene::24149,ZNF318,Gene
Gene::25,ABL1,Gene
Gene::2523,FUT1,Gene
Gene::2548,GAA,Gene
Gene::2553,GABPB1,Gene
Gene::256364,EML3,Gene
Gene::25844,YIPF3,Gene
Gene::25915,NDUFAF3,Gene
Gene::25926,NOL11,Gene
Gene::25949,SYF2,Gene
Gene::2595,GANC,Gene
Gene::25966,C2CD2,Gene
Gene::25976,TIPARP,Gene
Gene::25987,TSKU,Gene
Gene::26,AOC1,Gene
Gene::26001,RNF167,Gene
Gene::26007,TKFC,Gene
Gene::26020,LRP10,Gene
Gene::26057,ANKRD17,Gene
Gene::26090,ABHD12,Gene
Gene::26136,TES,Gene
Gene::26155,NOC2L,Gene
Gene::26227,PHGDH,Gene
Gene::2624,GATA2,Gene
Gene::26277,TINF2,Gene
Gene::26292,MYCBP,Gene
Gene::26354,GNL3,Gene
Gene::26471,NUPR1,Gene
Gene::26511,CHIC2,Gene
Gene::26519,TIMM10,Gene
Gene::26520,TIMM9,Gene
Gene::2664,GDI1,Gene
Gene::2673,GFPT1,Gene
Gene::2690,GHR,Gene
Gene::26959,HBP1,Gene
Gene::2697,GJA1,Gene
Gene::26973,CHORDC1,Gene
Gene::26993,AKAP8L,Gene
Gene::27122,DKK3,Gene
Gene::27175,TUBG2,Gene
Gene::27242,TNFRSF21,Gene
Gene::27244,SESN1,Gene
Gene::27258,LSM3,Gene
Gene::27292,DIMT1,Gene
Gene::2730,GCLM,Gene
Gene::27332,ZNF638,Gene
Gene::27336,HTATSF1,Gene
Gene::27338,UBE2S,Gene
Gene::27340,UTP20,Gene
Gene::27341,RRP7A,Gene
Gene::27346,TMEM97,Gene
Gene::2745,GLRX,Gene
Gene::276,AMY1A,Gene
Gene::2762,GMDS,Gene
Gene::2769,GNA15,Gene
Gene::277,AMY1B,Gene
Gene::2771,GNAI2,Gene
Gene::2778,GNAS,Gene
